animal,session,start,duration_s,crosses_midnight,pc_steps_inside,mid_anchor_resid_ms,n_anchors,n_garbage_dropped,n_native_start,n_native_end,start_delay_ms,off_start_ms,n_borrowed,borrowed_from,gap_to_next_s,n_kept,drift_native_ppm,drift_native_sem_ppm,native_residual_ms,tail_extrap_h,tail_extrap_unc_ms,drift_chained_ppm,chain_unc_ppm,chain_span_s,start_vs_prev_ms,end_vs_next_ms,verdict,step_note
SF11,1_20260831_191341.611,2026-08-31 19:13:41.611,18910.003,True,,0.06h:+22 0.07h:+1 0.07h:+22 0.70h:+8 0.70h:+27 0.71h:+30 0.71h:+9 0.71h:+13 0.71h:-108 0.71h:+19 0.72h:-12 0.72h:-722 0.72h:+23 0.72h:+21 0.72h:-118 0.72h:-52 0.72h:+8 0.73h:-65 0.73h:+9 0.73h:+0 0.74h:+20 0.74h:-80 0.74h:+17 0.74h:+26 0.74h:+13 0.74h:+5 0.74h:-41 0.74h:-155 0.75h:-80 0.75h:-61 0.75h:-25 0.75h:-986 0.75h:-39 0.76h:+14 0.76h:-8 0.76h:+17 0.76h:+19 0.76h:+8 0.77h:+8 0.77h:+23 0.77h:+24 0.77h:+23 0.77h:+28 0.77h:+7 0.77h:+11 0.78h:+8 0.78h:+27 0.78h:+28 0.78h:+19 0.78h:+15 0.78h:+14 0.78h:-2 0.79h:-1 0.79h:+8 0.79h:+13 0.79h:-2 0.79h:+8 0.79h:+27 0.79h:+24 0.80h:+20 0.80h:+18 0.80h:+19 0.80h:+22 0.80h:+21 0.80h:+21 0.80h:+14 0.81h:+16 0.81h:+14 0.81h:+14 0.81h:+12 0.81h:+20 0.81h:+20 0.81h:+16 0.82h:+13 0.82h:+22 0.82h:+18 0.82h:+22 0.82h:+18 0.82h:+18 0.82h:+18 0.83h:+25 0.83h:+19 0.83h:+10 0.83h:+18 0.83h:+23 0.83h:+20 0.83h:+5 0.84h:+23 0.84h:+22 0.84h:+19 0.84h:+10 0.84h:+17 0.84h:+17 0.84h:+22 0.84h:+24 0.85h:+6 0.85h:+27 0.85h:+22 0.85h:+29 0.85h:+21 0.85h:+23 0.85h:+23 0.86h:+23 0.86h:+22 0.86h:+17 0.86h:+12 0.86h:+13 0.86h:+18 0.86h:+22 0.87h:+10 0.87h:+17 0.87h:+10 0.87h:-522 0.87h:-357 0.87h:+8 0.87h:-118 0.88h:-7 0.88h:-18 0.88h:+16 0.88h:+13 0.88h:+20 0.88h:+13 0.88h:-90 0.89h:-265 0.89h:+12 0.89h:+7 0.89h:-173 0.89h:-2 0.89h:+5 0.89h:-127 0.89h:-33 0.90h:-20 0.90h:-949 0.90h:-1738 0.90h:+18 0.90h:+25 0.90h:-91 0.91h:-455 0.91h:-10 0.91h:-80 0.91h:+26 0.91h:+25 0.92h:+16 0.92h:+27 0.93h:-1750 0.93h:-58 0.93h:+24 0.93h:-29 0.93h:+10 0.93h:-324 0.94h:-42 0.94h:+17 0.94h:-6 0.94h:-3 0.94h:-437 0.94h:+26 0.94h:-179 0.95h:+16 0.95h:-14 0.95h:-674 0.95h:+8 0.95h:+21 0.95h:-425 0.95h:-31 0.96h:-14 0.96h:-3 0.96h:-91 0.96h:+21 0.96h:+20 0.96h:+16 0.96h:+16 0.97h:+21 0.97h:+12 0.97h:+21 0.97h:-5 0.97h:+16 0.97h:-16 0.97h:+15 0.98h:+18 0.98h:+20 0.98h:+26 0.98h:+18 0.98h:-43 0.98h:-104 0.98h:+15 0.99h:+24 0.99h:+21 0.99h:+15 0.99h:+17 1.00h:+11 1.00h:-52 1.00h:+23 1.00h:+18 1.00h:-568 1.01h:-428 1.01h:+12 1.01h:-72 1.01h:-9 1.01h:+13 1.01h:-386 1.01h:-300 1.02h:-31 1.02h:-317 1.02h:-14 1.02h:+4 1.02h:+19 1.02h:+23 1.02h:+19 1.03h:+19 1.03h:+19 1.03h:-131 1.03h:-233 1.03h:-160 1.03h:-91 1.03h:+26 1.04h:-17 1.04h:+16 1.04h:+13 1.04h:-445 1.04h:+20 1.04h:-3 1.04h:-59 1.04h:+16 1.05h:-36 1.05h:-41 1.05h:-27 1.05h:-10 1.05h:-1596 1.05h:-10 1.05h:+4 1.06h:-2 1.06h:+7 1.06h:+21 1.06h:+25 1.06h:+1 1.06h:+17 1.06h:+21 1.07h:-193 1.07h:-1738 1.07h:-80 1.07h:-55 1.07h:+20 1.07h:-56 1.07h:+9 1.08h:-15 1.08h:+18 1.08h:+23 1.08h:+28 1.08h:+24 1.08h:-80 1.08h:-10 1.09h:+25 1.09h:+15 1.09h:-96 1.09h:+25 1.09h:+18 1.09h:+26 1.09h:+18 1.10h:-127 1.10h:+18 1.10h:+20 1.10h:+25 1.10h:+18 1.10h:+8 1.10h:-63 1.11h:-2 1.11h:-16 1.11h:+9 1.11h:+26 1.11h:-72 1.11h:+26 1.11h:+19 1.12h:+18 1.12h:+10 1.12h:+24 1.12h:-102 1.13h:+18 1.13h:+29 1.13h:-1 1.13h:+20 1.13h:+12 1.13h:+7 1.13h:+16 1.14h:+18 1.14h:+6 1.14h:+15 1.14h:+16 1.14h:+8 1.14h:-1414 1.14h:-38 1.15h:+4 1.15h:-37 1.15h:+17 1.15h:+14 1.15h:+18 1.15h:-375 1.15h:+2 1.16h:+2 1.16h:+16 1.16h:+10 1.16h:+17 1.16h:+17 1.16h:+12 1.16h:-8 1.16h:+21 1.17h:+16 1.17h:+18 1.17h:+6 1.17h:+18 1.17h:+20 1.17h:+27 1.17h:-1 1.18h:+9 1.18h:+22 1.18h:-131 1.18h:+21 1.18h:+23 1.18h:+25 1.18h:+5 1.19h:+6 1.19h:+19 1.19h:+14 1.19h:-34 1.19h:+15 1.19h:+20 1.19h:+2 1.20h:+1 1.20h:+12 1.20h:-1741 1.20h:-3 1.20h:-20 1.20h:-28 1.20h:+20 1.21h:+12 1.21h:-5 1.21h:+14 1.21h:+8 1.21h:-1 1.21h:+20 1.21h:+8 1.21h:+0 1.22h:+14 1.22h:+8 1.22h:+9 1.22h:+18 1.22h:+25 1.22h:+9 1.22h:+18 1.23h:+20 1.23h:+21 1.23h:+2 1.23h:-9 1.23h:+11 1.23h:+18 1.23h:-27 1.24h:+8 1.24h:+27 1.24h:+27 1.24h:+12 1.24h:+11 1.24h:-90 1.24h:-253 1.25h:+13 1.25h:+20 1.25h:-72 1.25h:-229 1.25h:+21 1.25h:+18 1.25h:+19 1.26h:+21 1.26h:+13 1.26h:+21 1.26h:-5 1.26h:+20 1.26h:+25 1.26h:-5 1.26h:-0 1.27h:-22 1.27h:-16 1.27h:-60 1.27h:-25 1.27h:+0 1.27h:-256 1.28h:-1519 1.28h:+21 1.28h:+21 1.28h:+24 1.28h:-1 1.28h:+1 1.28h:-50 1.28h:+6 1.29h:+19 1.29h:+13 1.29h:+18 1.29h:-12 1.29h:+16 1.30h:-238 1.30h:-5 1.30h:+21 1.30h:-4 1.30h:+18 1.30h:-1995 1.30h:+20 1.30h:+16 1.31h:-294 1.31h:+20 1.31h:+19 1.31h:+25 1.31h:-11 1.31h:+3 1.31h:-0 1.32h:+17 1.32h:-20 1.32h:+20 1.32h:+20 1.32h:+16 1.32h:+11 1.32h:+18 1.33h:-230 1.33h:+24 1.33h:+20 1.33h:+15 1.33h:-864 1.34h:+18 1.34h:+24 1.34h:-29 1.57h:-378 1.57h:-36 1.57h:-24 1.58h:-91 1.58h:+23 1.58h:+9 1.58h:+15 1.58h:-80 1.58h:+26 1.58h:-15 1.59h:+2 1.59h:-68 1.59h:-63 1.59h:-43 1.59h:-3 1.59h:+21 1.59h:-6 1.60h:-19 1.60h:-13 1.60h:-15 1.60h:-83 1.60h:-8 1.60h:-11 1.60h:-117 1.61h:-33 1.61h:-588 1.61h:-17 1.61h:-74 1.61h:-45 1.61h:-48 1.61h:-1 1.61h:+10 1.62h:-29 1.62h:+11 1.62h:-14 1.62h:-141 1.62h:-686 1.87h:-10 1.87h:+13 1.87h:+21 1.87h:-1 1.87h:-25 1.88h:-16 1.88h:-15 1.88h:-66 1.88h:-2 1.88h:+19 1.88h:+23 1.89h:+22 1.89h:+14 1.89h:+22 1.89h:+17 1.89h:+18 1.89h:+8 1.90h:+20 1.90h:+17 1.90h:+25 1.90h:+19 1.90h:+10 1.90h:+19 1.90h:+11 1.91h:+21 1.91h:+9 1.91h:+19 1.91h:-82 1.91h:+20 1.91h:-36 1.91h:+1 1.92h:-9 1.92h:-36 1.92h:-524 1.92h:-28 1.92h:-228 1.92h:+24 1.92h:+24 1.93h:+7 1.93h:+1 1.93h:+2 1.93h:+10 1.93h:-15 1.93h:+23 1.93h:+6 1.94h:+16 1.94h:-586 1.94h:-78 1.94h:-264 1.94h:-612 1.94h:+22 1.94h:-35 1.95h:-1 1.95h:+8 1.95h:-4 1.95h:-46 1.96h:-25 1.96h:-39 1.96h:-886 1.97h:-38 1.97h:-0 1.98h:+11 1.98h:+15 1.98h:-248 1.98h:-131 1.98h:-7 1.98h:+16 1.98h:+4 1.99h:-419 1.99h:+11 1.99h:+20 1.99h:-345 1.99h:+2 1.99h:-159 1.99h:+15 1.99h:+3 2.00h:+21 2.00h:+16 2.00h:+16 2.00h:-84 2.00h:+21 2.00h:-19 2.00h:+15 2.01h:+14 2.01h:-45 2.01h:+1 2.01h:-10 2.01h:-389 2.01h:-69 2.01h:-19 2.02h:+1 2.02h:+25 2.02h:+20 2.02h:+25 2.02h:+24 2.02h:+19 2.02h:-340 2.03h:+26 2.03h:-19 2.03h:-879 2.03h:-11 2.03h:+7 2.03h:-98 2.04h:+7 2.04h:+6 2.04h:-1 2.04h:+14 2.04h:-20 2.04h:+9 2.04h:-1 2.04h:+15 2.05h:+16 2.05h:+12 2.05h:+14 2.05h:+9 2.05h:+9 2.05h:+11 2.05h:+17 2.06h:+12 2.06h:+17 2.06h:+12 2.06h:+10 2.06h:+11 2.06h:-34 2.06h:+22 2.07h:+18 2.07h:+17 2.07h:-2 2.07h:+20 2.07h:+18 2.07h:+23 2.07h:-821 2.08h:-142 2.08h:+23 2.08h:+15 2.08h:+12 2.08h:+22 2.08h:+10 2.08h:+11 2.09h:+22 2.09h:+14 2.09h:+13 2.09h:-37 2.09h:+11 2.09h:+22 2.09h:+19 2.09h:+12 2.10h:+27 2.10h:-8 2.10h:+13 2.10h:+12 2.10h:-189 2.10h:+18,630,0,12,2,163,685,0,,15.2,568,-23.8,0.7,31.5,,,,,0.0,-5,+18,OK-native,
SF11,2_20260901_002906.850,2026-09-01 00:29:06.850,10366.95,False,,,15,0,13,0,2535,288,0,,8624.1,,,,,,,,,0.0,+18,,one-end-only,
SF11,3_20260901_054537.933,2026-09-01 05:45:37.933,58.355,False,,,6,0,6,6,167,1390,3,next:3,120.2,,,,,,,2449.7,8393.3,178.7,,+438,OK-chained,
SF11,4_20260901_054836.484,2026-09-01 05:48:36.484,10.726,False,,,3,0,3,3,428,1828,3,next:3,19.8,,,,,,,1253.3,42805.3,35.0,+438,+50,OK-chained,
SF11,5_20260901_054906.988,2026-09-01 05:49:06.988,10.893,False,,,3,0,3,3,190,1878,0,,7714.6,,,,,,,,,0.0,+50,-1497,one-end-only,
SF11,0_20260901_075752.499,2026-09-01 07:57:52.499,35.482,False,,,8,0,8,8,225,381,9,next:9,6.8,,,,,,,-25.4,27238.5,55.1,-1497,-1,OK-chained,
SF11,1_20260901_075834.745,2026-09-01 07:58:34.745,34.842,False,,,9,0,9,9,1150,380,4,next:4,9.4,,,,,,,-75.6,32521.6,46.1,-1,-3,OK-chained,
SF11,2_20260901_075919.035,2026-09-01 07:59:19.035,18259.738,False,,0.13h:-13 0.13h:+11 0.13h:-7 0.13h:-36 5.02h:-13 5.02h:+16 5.03h:+18 5.03h:+18 5.03h:+17 5.03h:+19 5.03h:-59 5.04h:+11 5.04h:-162,40,0,4,23,400,376,0,,25.3,36,-26.1,0.5,22.0,,,,,0.0,-3,-7,OK-native,
SF11,3_20260901_130404.084,2026-09-01 13:04:04.084,15214.413,False,2026-09-01 13:09:12:+2.549s@308s,2.15h:+8 2.15h:+21 2.15h:-52 2.16h:+12,29,0,22,3,0,-116,0,,14.3,25,-24.6,1.5,37.0,,,,,0.0,-7,+2540,OK-native (PC step modelled),
SF11,4_20260901_171752.763,2026-09-01 17:17:52.763,3888.435,False,,,14,0,10,4,291,2047,0,,4465.1,13,-30.2,2.1,12.2,,,,,0.0,+2540,-1030,OK-native,
SF11,6_20260901_193706.332,2026-09-01 19:37:06.332,32.192,False,,,8,0,8,8,41,901,9,next:9,10.6,,,,,,,-54.8,26960.6,55.6,-1030,-4,OK-chained,
SF11,7_20260901_193749.076,2026-09-01 19:37:49.076,13610.65,False,,,12,0,9,3,688,898,0,,15.1,11,-27.5,0.3,5.4,,,,,0.0,-4,+12,OK-native,
SF11,8_20260901_232454.815,2026-09-01 23:24:54.815,25792.998,True,,7.07h:-9 7.07h:+0 7.07h:+12 7.07h:-11 7.07h:-6 7.07h:-158 7.08h:-1256 7.13h:-63 7.13h:-22 7.13h:-6 7.13h:-25,43,0,10,22,0,538,0,,11.1,41,-26.4,0.2,16.5,,,,,0.0,+12,+0,OK-native,
SF11,9_20260902_063458.913,2026-09-02 06:34:58.913,3157.786,False,,,14,0,13,1,0,-129,0,,1518.9,,,,,,,,,0.0,+0,,one-end-only,
SF11,10_20260902_075255.597,2026-09-02 07:52:55.597,4.48,False,,,2,0,2,2,686,91,0,,2497.9,,,,,,,,,0.0,,+556,one-end-only,
SF11,11_20260902_083438.021,2026-09-02 08:34:38.021,40.973,False,,,10,0,10,10,394,647,9,next:9,15.8,,,,,,,63.1,21752.9,69.0,+556,+5,OK-chained,
SF11,12_20260902_083534.755,2026-09-02 08:35:34.755,30535.654,False,,3.50h:+5 3.50h:+5 3.50h:+12 3.50h:+11 3.50h:+7 3.50h:+9 3.50h:+12 3.50h:+11 3.51h:-5 3.51h:+10 3.51h:+5 3.51h:+14 3.51h:+11 3.51h:-0 8.44h:+6 8.44h:+22 8.44h:+10 8.44h:+5 8.44h:+5 8.45h:-11 8.45h:+6,54,0,9,24,1459,653,0,,13.0,53,-26.1,0.2,13.2,,,,,0.0,+5,+2,OK-native,
SF11,13_20260902_170443.451,2026-09-02 17:04:43.451,4175.27,False,,,13,0,11,2,1452,-136,0,,1707.7,12,-27.3,1.9,9.2,,,,,0.0,+2,+529,OK-native,
SF11,14_20260902_184246.377,2026-09-02 18:42:46.377,3.008,False,,,2,0,2,2,878,280,0,,186.7,,,,,,,,,0.0,,-1524,one-end-only,
SF11,15_20260902_184556.057,2026-09-02 18:45:56.057,3.277,False,,,2,0,2,2,723,-1244,2,prev:2,1335.3,,,,,,,-22929355.8,7869.2,190.6,,+1738,inconsistent,
SF11,16_20260902_190814.621,2026-09-02 19:08:14.621,30.835,False,,,7,0,7,7,1412,494,9,next:9,7.1,,,,,,,-99.5,28670.9,52.3,+1738,-6,OK-chained,
SF11,17_20260902_190852.526,2026-09-02 19:08:52.526,38685.901,True,,4.67h:+4 4.67h:+10 4.68h:+3 4.68h:+14 4.68h:+8 4.68h:+11 4.68h:+9 4.68h:+10 4.68h:+3 4.69h:+1 4.69h:+3 4.69h:-126 4.69h:+13 4.69h:+11 5.45h:-22 5.45h:-18 5.45h:-6 5.45h:+11 5.45h:-12 5.45h:-9 5.46h:-20 5.46h:-8 5.46h:+13 5.46h:-38 5.46h:+3 5.46h:-31 5.46h:+4 5.47h:+16 5.47h:-44 5.47h:+16 5.47h:+4 5.47h:+12 5.47h:+19 5.47h:-23 5.48h:+4 5.48h:-487 5.48h:+5 5.48h:+8 5.48h:+14 5.48h:+11 5.48h:+6 5.48h:+16 5.49h:-76 5.49h:+13 5.49h:+3 5.49h:+6 5.49h:+6,72,0,9,16,359,488,0,,9.7,70,-26.7,0.2,22.2,,,,,0.0,-6,+18,OK-native,
SF11,18_20260903_055348.084,2026-09-03 05:53:48.084,3590.835,False,,,31,0,14,17,1355,-530,0,,2474.3,30,-30.0,0.8,7.2,,,,,0.0,+18,+1412,OK-native,
SF11,1_20260903_073453.241,2026-09-03 07:34:53.241,5.555,False,,,2,0,2,2,30,777,0,,1579.8,,,,,,,,,0.0,,-572,one-end-only,
SF11,2_20260903_080118.639,2026-09-03 08:01:18.639,32.781,False,,,8,0,8,8,28,205,15,next:15,8.4,,,,,,,-77.8,21091.4,71.1,-572,-4,OK-chained,
SF11,3_20260903_080159.850,2026-09-03 08:01:59.850,28372.749,False,2026-09-03 13:56:01:+1.280s@21241s,6.64h:+5 6.64h:+28 6.64h:+16 6.64h:-8 6.64h:+23 6.64h:+9 6.64h:+19 6.65h:+21 6.65h:+30 6.65h:-48 6.65h:+12 6.65h:+7 6.65h:-31 6.65h:+16 6.65h:+14 6.66h:-27 6.66h:+21 6.66h:-1 6.66h:-33 6.66h:+10 6.66h:-21 6.66h:-20,55,0,15,18,124,200,0,,10.9,54,-25.4,0.3,21.3,,,,,0.0,-4,+1279,OK-native (PC step modelled),
SF11,4_20260903_155503.475,2026-09-03 15:55:03.475,638.886,False,,,16,0,16,0,2039,772,0,,5844.1,,,,,,,,,0.0,+1279,,one-end-only,
SF11,0_20260903_174306.448,2026-09-03 17:43:06.448,6.451,False,,,3,0,3,3,564,810,2,next:2,157.4,,,,,,,-1792.4,9126.0,164.4,,-295,OK-chained,
SF11,1_20260903_174550.305,2026-09-03 17:45:50.305,4.954,False,,,2,0,2,2,664,516,3,prev:3,1132.7,,,,,,,-1285842.0,9169.6,163.6,,+383,inconsistent,
SF11,2_20260903_180447.941,2026-09-03 18:04:47.941,31.974,False,,,7,0,7,7,1240,899,18,next:18,7.8,,,,,,,21.9,19953.0,75.2,+383,+1,OK-chained,
SF11,3_20260903_180527.746,2026-09-03 18:05:27.746,82.688,False,,,18,0,18,18,0,900,15,next:15,10.0,,,,,,,-72.4,12206.8,122.9,+1,-7,OK-chained,
SF11,4_20260903_180700.416,2026-09-03 18:07:00.416,49797.67,True,,6.09h:-11 6.09h:+5 6.10h:+8 6.10h:+4 6.10h:+15 6.10h:+9 6.10h:+1 6.10h:+8 6.10h:+6 6.11h:+9 6.11h:-13 6.11h:-0 6.11h:+10 6.11h:+8 6.11h:-15 6.11h:+9 6.12h:+6 6.12h:-3 6.12h:+9 6.12h:+8 6.12h:+5 6.12h:+3 6.12h:+9 6.12h:+14 6.13h:+6 6.13h:+2 6.13h:-1 6.13h:-38 6.13h:-12 6.13h:-15 6.13h:+11 6.14h:+7 6.14h:+14 6.14h:-14 6.14h:+6 6.14h:+14 6.14h:+9 6.14h:+4 6.15h:-66 6.15h:+1 6.15h:-43 6.15h:+12 6.15h:-29 6.15h:+10 6.15h:+3 6.16h:-65 6.16h:+11 6.16h:+0 6.16h:+4 6.16h:-7,80,0,15,15,0,893,0,,1349.7,80,-26.1,0.1,17.3,0.42,0.2,,,0.0,-8,,"OK-native [last touch 13.4 h, tail 0.4 h extrapolated]",
SF11,5_20260904_081927.812,2026-09-04 08:19:27.812,31.36,False,,,8,0,8,8,932,981,9,next:9,9.1,,,,,,,111.6,28166.3,53.3,,+7,OK-chained,
SF11,6_20260904_082008.276,2026-09-04 08:20:08.276,35.008,False,,,9,0,9,9,1167,987,14,next:14,7.2,,,,,,,-42.6,21331.4,70.3,+6,-3,OK-chained,
SF11,7_20260904_082050.456,2026-09-04 08:20:50.456,19235.738,False,,5.34h:+8,33,0,14,18,0,985,0,,872.5,33,-26.3,0.2,11.1,0.79,0.7,,,0.0,-2,,"OK-native [last touch 4.6 h, tail 0.8 h extrapolated]",
SF11,8_20260904_135558.740,2026-09-04 13:55:58.740,44.096,False,,,9,0,9,9,214,333,18,next:18,7.6,,,,,,,-37.0,17115.0,87.6,-154,-4,OK-chained,
SF11,9_20260904_135650.425,2026-09-04 13:56:50.425,20481.101,False,,2.45h:+7 2.46h:+7 2.46h:-14 2.46h:-16 2.46h:+4 2.46h:+15 2.46h:+14 2.46h:+14 2.47h:+8 2.47h:-15 2.47h:+1 2.47h:-23 2.47h:-12 2.47h:-7 2.47h:+12 2.48h:-18 2.48h:-11 2.48h:-1 2.48h:+5 2.48h:+1 2.48h:-13 2.48h:+12 2.48h:-14 2.49h:+8 2.49h:+6 2.49h:-11 2.49h:+7 2.49h:-19 2.49h:-26 3.93h:+8 3.93h:-14 3.93h:-16 3.93h:-8 3.93h:-35 3.93h:-36 3.94h:-0 3.94h:-13 3.94h:+1 3.94h:+22 3.94h:-3 3.94h:+4 3.94h:+15 3.95h:+18 5.63h:-45 5.64h:-16 5.64h:-44 5.64h:+25 5.64h:-3 5.64h:-18 5.64h:-6 5.64h:+3 5.65h:+6 5.65h:+18 5.65h:-55 5.65h:+4 5.65h:-493 5.65h:+13,89,0,18,14,846,329,0,,1901.3,87,-26.5,0.2,16.2,,,,,0.0,-4,+630,OK-native,
SF11,10_20260904_200952.853,2026-09-04 20:09:52.853,7.834,False,,,2,0,2,2,146,432,0,,1073.8,,,,,,,,,0.0,,-195,one-end-only,
SF11,11_20260904_202754.501,2026-09-04 20:27:54.501,54.387,False,,,12,0,12,12,1251,236,14,next:14,7.4,,,,,,,0.0,16638.6,90.2,-195,+0,OK-chained,
SF11,12_20260904_202856.246,2026-09-04 20:28:56.246,44028.877,True,,4.21h:-0 4.21h:-36 4.21h:+12 4.22h:-19 4.22h:-32 4.22h:-25 4.22h:-22 4.22h:+14 4.22h:-9 4.22h:-10 4.23h:-1 4.23h:+11 10.76h:+11 10.76h:-16 10.76h:-28 10.76h:-7 10.76h:-19 10.76h:-8 10.77h:-10 10.77h:-18 10.77h:-30 10.77h:-7 10.77h:-15 10.77h:-24 10.77h:+16 10.77h:-7 10.78h:-9 10.78h:-10 10.78h:-15 10.78h:-17 10.78h:-7 10.78h:-24 10.78h:-9 10.79h:-8 10.79h:+14 10.79h:-5 10.79h:-10 10.79h:-10 11.63h:+17 11.64h:-22 11.64h:+14 11.64h:-32 11.64h:-15 11.64h:-14 11.64h:-5 11.64h:+1 11.64h:+11 11.65h:-54 11.65h:+1 11.65h:+16 11.65h:+7 11.65h:+9 11.65h:-10 11.65h:+19,87,0,14,19,0,236,0,,2295.3,87,-25.8,0.1,17.2,,,,,0.0,+0,+1553,OK-native,
SF11,0_20260905_092100.459,2026-09-05 09:21:00.459,6.451,False,,,3,0,3,3,30,666,3,next:3,150.8,,,,,,,1371.0,9529.4,157.4,+1553,+216,OK-chained,
SF11,1_20260905_092337.689,2026-09-05 09:23:37.689,7.245,False,,,3,0,3,3,1299,882,0,,1054.8,,,,,,,,,0.0,+216,-307,one-end-only,
SF11,2_20260905_094119.699,2026-09-05 09:41:19.699,36.877,False,,,8,0,8,8,753,574,15,next:15,9.4,,,,,,,-51.1,20369.6,73.6,-307,-5,OK-chained,
SF11,3_20260905_094205.930,2026-09-05 09:42:05.930,19204.493,False,,4.71h:-1 4.71h:-3 4.72h:+12 4.72h:-10 4.72h:-15 4.72h:-25 4.72h:+6 4.72h:+10 4.72h:-3 4.72h:+5 4.73h:+17 4.73h:-7 4.73h:+8 4.73h:+11 4.73h:+9,44,0,15,14,1358,569,0,,220.6,42,-25.7,0.2,12.7,,,,,0.0,-5,-329,OK-native,
SF11,4_20260905_150551.060,2026-09-05 15:05:51.060,1.818,False,,,1,0,1,1,28,-247,0,,268.0,,,,,,,,,0.0,,,no-anchors,
SF11,5_20260905_151020.899,2026-09-05 15:10:20.899,2.035,False,,,2,0,2,2,388,159,1,prev:1,31.6,,,,,,,643897.4,5557.7,269.9,,+281,inconsistent,
SF11,6_20260905_151054.529,2026-09-05 15:10:54.529,31.578,False,,,7,0,7,7,27,440,15,next:15,7.4,,,,,,,2.0,22431.6,66.9,+281,+0,OK-chained,
SF11,7_20260905_151133.499,2026-09-05 15:11:33.499,10608.358,False,,2.30h:+6 2.30h:-32 2.30h:+8 2.30h:+15 2.30h:-14 2.31h:-29 2.31h:-3 2.31h:-8 2.31h:-15 2.31h:-15 2.31h:-9 2.31h:-20 2.32h:-7 2.32h:-18,42,0,15,13,1118,440,0,,1818.3,41,-26.0,0.5,13.2,,,,,0.0,+0,,OK-native,
SF11,0_20260905_183840.121,2026-09-05 18:38:40.121,41.933,False,,,553,0,553,553,110,,0,,1163.3,,,,,,,,,0.0,,,corrupt,
SF11,1_20260905_185845.311,2026-09-05 18:58:45.311,32.653,False,,,8,0,8,8,760,170,15,next:15,13.3,,,,,,,19.2,20375.6,73.6,,+2,OK-chained,
SF11,2_20260905_185931.246,2026-09-05 18:59:31.246,43345.178,True,,5.56h:+8 5.56h:+12 5.56h:+10 5.57h:+19 5.57h:-40 5.57h:-110 5.57h:+18 5.58h:-10 5.58h:-0 5.58h:-214 5.58h:-105 5.59h:-2 5.59h:-142 5.59h:-46 5.59h:-21,45,0,15,15,1222,172,0,,1253.6,42,-25.8,0.2,28.2,,,,,0.0,+2,+1929,OK-native,
SF11,3_20260906_072250.053,2026-09-06 07:22:50.053,3.341,False,,,2,0,2,2,586,983,0,,2641.6,,,,,,,,,0.0,,-330,one-end-only,
SF11,4_20260906_080655.015,2026-09-06 08:06:55.015,31.757,False,,,7,0,7,7,27,653,14,next:14,8.5,,,,,,,-21.7,21599.3,69.4,-330,-2,OK-chained,
SF11,5_20260906_080735.254,2026-09-06 08:07:35.254,15897.19,False,,,27,0,14,13,0,652,0,,3142.1,27,-26.7,0.3,10.6,,,,,0.0,-2,+403,OK-native,
SF11,0_20260906_124136.884,2026-09-06 12:41:36.884,2026.291,False,,,0,0,0,0,,,0,,,,,,,,,,,0.0,,,excluded: probe-position TEST on a 64 GB test card from another PC's console during the 09-06 12:32-13:33 advance; anchors are NOT field-PC time; inclusion undecided (operator 09-06),
SF11,6_20260906_132454.539,2026-09-06 13:24:54.539,381.12,False,,,5,0,2,3,28,634,0,,38.8,,,,,,,,,0.0,,+9932,one-end-only,
SF11,7_20260906_133154.505,2026-09-06 13:31:54.505,32.448,False,,,8,0,8,8,75,776,12,next:12,10.3,,,,,,,-13.3,23812.4,63.0,+9932,-1,OK-chained,
SF11,8_20260906_133237.255,2026-09-06 13:32:37.255,51.354,False,,,12,0,12,12,1195,775,15,next:15,9.3,,,,,,,-363.0,17081.7,87.8,-1,-34,OK-chained,
SF11,9_20260906_133337.885,2026-09-06 13:33:37.885,19814.451,False,,0.22h:+6 2.11h:+21 2.11h:+28 2.11h:-9 2.12h:+20 2.12h:+27 2.12h:-9 2.12h:-3 2.12h:+27 2.12h:-12 2.12h:-4 2.13h:+28 2.13h:-10 2.13h:-3 2.13h:-4 2.13h:-12 2.13h:-1 2.13h:-5 2.13h:-9 2.14h:-6 2.14h:+29,50,0,15,14,1509,741,0,,1659.9,49,-24.4,0.3,15.3,,,,,0.0,-34,-206,OK-native,
SF11,10_20260906_193132.234,2026-09-06 19:31:32.234,3.84,False,,,2,0,2,2,29,60,0,,226.5,,,,,,,,,0.0,,+229,one-end-only,
SF11,11_20260906_193522.535,2026-09-06 19:35:22.535,3.776,False,,,1,0,1,1,326,289,0,,944.9,,,,,,,,,0.0,,,no-anchors,
SF11,12_20260906_195111.187,2026-09-06 19:51:11.187,71.539,False,,,15,0,15,15,260,995,14,next:14,12.1,,,,,,,35.8,13333.8,112.5,+706,+4,OK-chained,
SF11,13_20260906_195234.827,2026-09-06 19:52:34.827,44406.758,True,,3.94h:+2 3.94h:-152 3.95h:-160 3.95h:-275 3.95h:+15 3.95h:-28 3.95h:-217 3.95h:-100 3.95h:-193 3.96h:-54 3.96h:-1 3.96h:+12 3.96h:-170 12.33h:+23,43,545,14,15,0,999,0,,,37,-26.0,0.2,22.6,1.51,1.2,,,0.0,+4,,"OK-native [last touch 10.8 h, tail 1.5 h extrapolated]",
SF12,0_20260831_070947.667,2026-08-31 07:09:47.667,37.094,False,,,6,0,6,6,171,-2830,0,,8.2,,,,,,,,,0.0,,,one-end-only,
