written_utc,animal,session,firmware,window_s,probe,xml,perm,sp_adj,sp_within,sp_between,sp_contrast,sp_rows,lfp_adj,lfp_within,lfp_between,lfp_contrast,hp_adj,hp_within,hp_between,hp_contrast,dead_cols
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57fix,0.102,59,0.156,32,0.037,27,1.34,1.42,1.18,0.16,59,0.83,0.814,0.806,0.024,0.55,0.545,0.508,0.042,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57inv,0.085,59,0.156,32,0.0,27,1.39,1.38,1.19,0.2,59,0.841,0.82,0.803,0.037,0.543,0.54,0.51,0.033,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57inv,0.034,59,0.031,32,0.037,27,1.29,1.39,1.19,0.11,59,0.854,0.818,0.803,0.051,0.542,0.54,0.51,0.032,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap,0.017,59,0.0,32,0.037,27,1.19,1.31,1.21,-0.02,59,0.831,0.815,0.805,0.026,0.525,0.533,0.513,0.012,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap,0.102,59,0.125,32,0.074,27,1.47,1.27,1.21,0.25,59,0.848,0.812,0.805,0.043,0.524,0.533,0.513,0.011,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv,0.034,59,0.031,32,0.037,27,1.25,1.31,1.21,0.04,59,0.839,0.808,0.807,0.032,0.524,0.53,0.513,0.01,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv,0.085,59,0.031,32,0.148,27,1.25,1.31,1.21,0.04,59,0.833,0.809,0.807,0.026,0.522,0.53,0.513,0.009,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap+v57fix,0.051,59,0.062,32,0.037,27,1.19,1.31,1.21,-0.03,59,0.834,0.81,0.806,0.028,0.527,0.531,0.513,0.014,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap+v57fix,0.085,59,0.094,32,0.074,27,1.22,1.3,1.21,0.01,59,0.828,0.811,0.806,0.021,0.522,0.532,0.513,0.009,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv+v57fix,0.051,59,0.062,32,0.037,27,1.25,1.31,1.21,0.04,59,0.839,0.808,0.807,0.032,0.526,0.531,0.513,0.013,
2026-09-03T07:18:37+00:00,SF12,2_20260831_191613.417,64,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv+v57fix,0.186,59,0.219,32,0.148,27,1.57,1.27,1.21,0.36,59,0.867,0.804,0.807,0.06,0.53,0.53,0.513,0.017,
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,identity,0.056,36,0.067,15,0.048,21,1.45,1.52,1.2,0.25,37,0.852,0.863,0.859,-0.007,0.208,0.205,0.156,0.052,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,identity,0.194,36,0.133,15,0.238,21,1.56,1.5,1.2,0.37,37,0.878,0.859,0.859,0.02,0.214,0.204,0.156,0.058,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57fix,0.056,36,0.067,15,0.048,21,1.43,1.53,1.2,0.23,37,0.862,0.861,0.859,0.004,0.209,0.206,0.156,0.054,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57fix,0.139,36,0.0,15,0.238,21,1.47,1.52,1.2,0.27,37,0.876,0.859,0.859,0.017,0.21,0.206,0.156,0.054,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57inv,0.111,36,0.2,15,0.048,21,1.41,1.51,1.2,0.21,37,0.863,0.863,0.858,0.005,0.206,0.203,0.157,0.049,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57inv,0.194,36,0.133,15,0.238,21,1.63,1.47,1.2,0.43,37,0.879,0.861,0.858,0.021,0.218,0.201,0.157,0.061,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap,0.083,36,0.0,15,0.143,21,1.27,1.31,1.26,0.0,37,0.864,0.862,0.858,0.006,0.183,0.185,0.162,0.02,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap,0.056,36,0.0,15,0.095,21,1.23,1.31,1.26,-0.03,37,0.857,0.863,0.858,-0.001,0.18,0.186,0.162,0.017,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv,0.083,36,0.0,15,0.143,21,1.27,1.33,1.26,0.01,37,0.899,0.859,0.858,0.041,0.182,0.182,0.163,0.018,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv,0.111,36,0.067,15,0.143,21,1.33,1.32,1.26,0.07,37,0.847,0.866,0.858,-0.011,0.177,0.182,0.163,0.013,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap+v57fix,0.083,36,0.0,15,0.143,21,1.25,1.32,1.26,-0.01,37,0.844,0.863,0.859,-0.015,0.179,0.185,0.162,0.016,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap+v57fix,0.083,36,0.067,15,0.095,21,1.25,1.32,1.26,-0.01,37,0.861,0.861,0.859,0.002,0.181,0.185,0.162,0.019,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv+v57fix,0.111,36,0.067,15,0.143,21,1.35,1.31,1.26,0.09,37,0.891,0.86,0.858,0.033,0.179,0.183,0.163,0.016,32
2026-09-04T17:57:18+00:00,SF08,13_20260902_082748.094,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv+v57fix,0.139,36,0.133,15,0.143,21,1.52,1.29,1.26,0.27,37,0.869,0.864,0.858,0.011,0.185,0.182,0.163,0.022,32
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,identity,0.156,45,0.238,21,0.083,24,1.58,1.86,1.15,0.42,49,0.877,0.872,0.821,0.056,0.146,0.143,0.051,0.095,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,identity,0.178,45,0.333,21,0.042,24,1.96,1.8,1.15,0.81,49,0.886,0.871,0.821,0.066,0.157,0.141,0.051,0.106,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57fix,0.4,45,0.762,21,0.083,24,1.96,1.83,1.14,0.81,49,0.896,0.868,0.821,0.075,0.176,0.142,0.05,0.126,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57fix,0.178,45,0.333,21,0.042,24,1.63,1.87,1.14,0.49,49,0.886,0.87,0.821,0.065,0.141,0.147,0.05,0.091,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57inv,0.111,45,0.143,21,0.083,24,1.82,1.74,1.17,0.65,49,0.875,0.872,0.821,0.055,0.151,0.136,0.053,0.099,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57inv,0.044,45,0.048,21,0.042,24,1.72,1.76,1.17,0.54,49,0.874,0.872,0.821,0.054,0.145,0.137,0.053,0.092,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap,0.067,45,0.0,21,0.125,24,1.34,1.52,1.25,0.08,49,0.817,0.843,0.831,-0.014,0.085,0.103,0.064,0.021,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap,0.089,45,0.0,21,0.167,24,1.56,1.48,1.25,0.31,49,0.841,0.839,0.831,0.01,0.1,0.101,0.064,0.036,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv,0.044,45,0.048,21,0.042,24,1.31,1.51,1.26,0.05,49,0.832,0.844,0.83,0.002,0.092,0.095,0.066,0.026,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv,0.133,45,0.0,21,0.25,24,1.46,1.49,1.26,0.2,49,0.879,0.838,0.83,0.05,0.083,0.097,0.066,0.017,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap+v57fix,0.156,45,0.19,21,0.125,24,1.42,1.52,1.25,0.17,49,0.832,0.84,0.831,0.002,0.092,0.102,0.064,0.028,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap+v57fix,0.156,45,0.143,21,0.167,24,1.51,1.5,1.25,0.26,49,0.852,0.837,0.831,0.021,0.1,0.101,0.064,0.036,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv+v57fix,0.133,45,0.238,21,0.042,24,1.43,1.51,1.25,0.17,49,0.832,0.847,0.829,0.003,0.096,0.096,0.066,0.031,2 32 34 56
2026-09-04T17:57:19+00:00,SF10,9_20260902_083247.835,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv+v57fix,0.156,45,0.048,21,0.25,24,1.26,1.53,1.25,0.01,49,0.859,0.843,0.829,0.03,0.075,0.099,0.066,0.009,2 32 34 56
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,identity,0.209,43,0.174,23,0.25,20,1.79,1.47,1.14,0.65,43,0.931,0.914,0.91,0.021,0.126,0.115,0.069,0.057,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,identity,0.14,43,0.13,23,0.15,20,1.66,1.49,1.14,0.52,43,0.931,0.914,0.91,0.021,0.131,0.115,0.069,0.062,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57fix,0.116,43,0.0,23,0.25,20,1.59,1.51,1.14,0.45,43,0.925,0.914,0.91,0.015,0.123,0.118,0.069,0.054,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57fix,0.163,43,0.174,23,0.15,20,1.82,1.47,1.14,0.68,43,0.927,0.914,0.91,0.018,0.135,0.116,0.069,0.067,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57inv,0.256,43,0.261,23,0.25,20,1.6,1.5,1.14,0.45,43,0.924,0.916,0.909,0.014,0.12,0.115,0.07,0.05,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57inv,0.256,43,0.348,23,0.15,20,1.79,1.47,1.14,0.65,43,0.94,0.914,0.909,0.031,0.141,0.112,0.07,0.071,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap,0.116,43,0.087,23,0.15,20,1.47,1.26,1.21,0.26,43,0.931,0.914,0.91,0.021,0.101,0.098,0.075,0.026,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap,0.047,43,0.043,23,0.05,20,1.24,1.29,1.21,0.03,43,0.918,0.915,0.91,0.008,0.098,0.099,0.075,0.023,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv,0.186,43,0.217,23,0.15,20,1.5,1.28,1.2,0.3,43,0.93,0.914,0.91,0.02,0.101,0.095,0.076,0.025,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv,0.116,43,0.087,23,0.15,20,1.3,1.31,1.2,0.09,43,0.92,0.915,0.91,0.011,0.091,0.096,0.076,0.016,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap+v57fix,0.116,43,0.087,23,0.15,20,1.23,1.29,1.21,0.02,43,0.916,0.915,0.91,0.006,0.092,0.099,0.075,0.017,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap+v57fix,0.163,43,0.261,23,0.05,20,1.43,1.26,1.21,0.22,43,0.924,0.914,0.91,0.014,0.107,0.097,0.075,0.032,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv+v57fix,0.116,43,0.087,23,0.15,20,1.2,1.37,1.19,0.01,43,0.918,0.916,0.909,0.008,0.088,0.098,0.075,0.013,
2026-09-04T17:57:20+00:00,SF11,12_20260902_083534.755,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv+v57fix,0.279,43,0.391,23,0.15,20,1.58,1.32,1.19,0.39,43,0.937,0.913,0.909,0.028,0.105,0.096,0.075,0.03,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,identity,0.158,38,0.182,22,0.125,16,1.91,2.21,1.36,0.55,38,0.871,0.859,0.856,0.015,0.152,0.166,0.105,0.047,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,identity,0.132,38,0.182,22,0.062,16,1.96,2.21,1.36,0.6,38,0.879,0.858,0.856,0.022,0.163,0.164,0.105,0.058,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57fix,0.211,38,0.273,22,0.125,16,1.79,2.4,1.32,0.48,38,0.884,0.856,0.857,0.027,0.152,0.174,0.103,0.049,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57fix,0.211,38,0.318,22,0.062,16,2.26,2.33,1.32,0.95,38,0.88,0.857,0.857,0.024,0.173,0.172,0.103,0.07,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,v57inv,0.263,38,0.364,22,0.125,16,1.84,2.13,1.39,0.44,38,0.879,0.861,0.855,0.024,0.158,0.158,0.107,0.051,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,v57inv,0.211,38,0.318,22,0.062,16,2.21,2.07,1.39,0.82,38,0.889,0.86,0.855,0.034,0.157,0.158,0.107,0.05,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap,0.079,38,0.045,22,0.125,16,1.38,1.74,1.52,-0.14,38,0.868,0.858,0.857,0.012,0.13,0.143,0.112,0.017,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap,0.053,38,0.091,22,0.0,16,1.64,1.7,1.52,0.12,38,0.88,0.857,0.857,0.023,0.124,0.144,0.112,0.012,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv,0.0,38,0.0,22,0.0,16,1.59,1.77,1.5,0.09,38,0.873,0.855,0.857,0.016,0.125,0.145,0.112,0.013,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv,0.053,38,0.0,22,0.125,16,1.34,1.81,1.5,-0.16,38,0.873,0.855,0.857,0.015,0.12,0.145,0.112,0.009,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap+v57fix,0.053,38,0.0,22,0.125,16,1.42,1.73,1.52,-0.11,38,0.878,0.855,0.857,0.021,0.132,0.14,0.113,0.019,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap+v57fix,0.0,38,0.0,22,0.0,16,1.34,1.74,1.52,-0.19,38,0.882,0.855,0.857,0.025,0.126,0.141,0.113,0.013,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300.xml,wildmap_inv+v57fix,0.105,38,0.182,22,0.0,16,1.48,1.85,1.48,0.01,38,0.88,0.854,0.857,0.023,0.12,0.147,0.111,0.008,
2026-09-04T17:57:20+00:00,SF12,11_20260902_083748.804,65,600.0,A4x16-Lin-5mm-50s-300,A4x16-Lin-5mm-50s-300_reversed.xml,wildmap_inv+v57fix,0.211,38,0.273,22,0.125,16,1.8,1.81,1.48,0.32,38,0.9,0.851,0.857,0.043,0.143,0.144,0.111,0.031,
