animal,root,session,amp_bytes,hours,predicted_card_bytes,sidecars_ok,growing,card_records,card_total_mb,verdict
SF10,E:\3rd_rat_spikes,6_20260901_233920.182,71751368704,7.785521777777778,72872483840.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,7_20260902_080750.935,9568256,0.0010382222222222223,9717760.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,8_20260902_083204.119,86802432,0.009418666666666667,88158720.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,9_20260902_083247.835,78040891392,8.467978666666667,79260280320.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,10_20260902_170101.421,11383242752,1.235160888888889,11561105920.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,11_20260902_185302.329,10944512,0.0011875555555555556,11115520.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,12_20260902_190631.592,79134720,0.008586666666666666,80371200.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,13_20260902_190711.525,48864296960,5.302115555555556,49627801600.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,14_20260903_002530.902,50778243072,5.509792,51571653120.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,15_20260903_055614.833,7948042240,0.8624177777777778,8072230400.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,0_20260903_072345.895,16515072,0.001792,16773120.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,1_20260903_075838.181,83427328,0.009052444444444445,84730880.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,2_20260903_075920.109,81993957376,8.896913777777778,83275112960.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,0_20260903_173135.541,12386304,0.001344,12579840.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,1_20260903_180043.639,231899136,0.025162666666666667,235522560.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,2_20260903_180222.843,123124973568,13.359914666666667,125048801280.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,3_20260904_081614.901,79822848,0.008661333333333333,81070080.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,4_20260904_081653.075,79134720,0.008586666666666666,80371200.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,5_20260904_081730.895,104015626240,11.286417777777778,105640870400.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,6_20260904_200004.108,10387456,0.001127111111111111,10549760.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,7_20260904_202457.187,85393408,0.009265777777777777,86727680.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,8_20260904_202538.175,71892992,0.007800888888888889,73016320.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,9_20260904_202620.386,96805060608,10.504021333333332,98317639680.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,10_20260905_070012.038,4574248960,0.49633777777777777,4645721600.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,11_20260905_080522.427,5362778112,0.5818986666666667,5446571520.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,3_20260905_091037.124,8552448,0.000928,8686080.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,4_20260905_091435.882,9338880,0.0010133333333333333,9484800.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,5_20260905_091632.194,11599872,0.0012586666666666666,11781120.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,6_20260905_093836.419,110198784,0.011957333333333334,111920640.0,True,False,,,no listing
SF10,E:\3rd_rat_spikes,7_20260905_093927.479,77919977472,8.454858666666667,79137477120.0,True,False,,,no listing
SF11,E:\3rd_rat_spikes,0_20260906_124136.884,5187305472,0.5628586666666666,5268357120.0,True,False,1,5276.76416,SAFE TO FORMAT - 99.841 % of the listing; residual 8.4 MB = record overhead
SF12,E:\3rd_rat_spikes,0_20260831_070947.667,94961664,0.010304,96445440.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,1_20260831_071033.005,1219264512,0.13229866666666668,1238315520.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,2_20260831_071845.540,38198575104,4.144810666666666,38795427840.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,1_20260831_191521.024,91586560,0.009937777777777778,93017600.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,2_20260831_191613.417,48291905536,5.240007111111112,49046466560.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,3_20260901_003050.862,40973271040,4.445884444444444,41613478400.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,4_20260901_054714.722,281575424,0.030552888888888886,285975040.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,0_20260901_080334.683,47397437440,5.1429511111111115,48138022400.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,1_20260901_131223.398,37899436032,4.112352,38491614720.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,2_20260901_171924.960,9863495680,1.0702577777777778,10017612800.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,3_20260901_194447.773,98762752,0.010716444444444445,100305920.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,4_20260901_194535.925,170033152,0.01844977777777778,172689920.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,5_20260901_195539.194,82214912,0.00892088888888889,83499520.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,6_20260901_195621.144,32294436864,3.5041706666666665,32799037440.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,7_20260901_232651.122,65042481152,7.057560888888888,66058769920.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,8_20260902_063032.282,10271358976,1.1145137777777778,10431848960.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,9_20260902_075722.923,32931840,0.0035733333333333337,33446400.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,10_20260902_083702.135,84213760,0.009137777777777778,85529600.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,11_20260902_083748.804,89573392384,9.71933511111111,90972976640.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,12_20260902_185346.222,10747904,0.0011662222222222224,10915840.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,13_20260902_191006.815,122454016,0.01328711111111111,124367360.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,14_20260902_191103.245,47807037440,5.187395555555556,48554022400.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,15_20260903_002228.142,59780759552,6.486627555555556,60714833920.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,1_20260903_073631.699,9732096,0.001056,9884160.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,2_20260903_080832.082,111149056,0.012060444444444445,112885760.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,3_20260903_080924.473,80802250752,8.767605333333334,82064785920.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,0_20260903_173523.573,12386304,0.001344,12579840.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,1_20260903_174101.465,11599872,0.0012586666666666666,11781120.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,2_20260903_180850.290,91914240,0.009973333333333334,93350400.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,3_20260903_180935.835,118272819200,12.833422222222222,120120832000.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,4_20260904_082757.469,79953920,0.008675555555555556,81203200.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,5_20260904_082836.973,103103168512,11.187409777777777,104714155520.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,6_20260904_201333.325,14778368,0.0016035555555555556,15009280.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,7_20260904_203029.951,137592832,0.014929777777777778,139742720.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,8_20260904_203130.725,111012511744,12.045628444444445,112747082240.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,0_20260905_092422.513,12386304,0.001344,12579840.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,1_20260905_094345.171,153812992,0.016689777777777776,156216320.0,True,False,,,no listing
SF12,E:\3rd_rat_spikes,2_20260905_094454.579,76342788096,8.283722666666668,77535644160.0,True,False,,,no listing
